model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_generation,memory_type,storage_capacity,hard_drive_type,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Apple MacBook Pro 16 MK1H3HB/A MK1A3HB/A ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11190.0,14798.0,12994.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1150185,4/2022,,,,
  Apple MacBook Pro 14 MKGR3HB/A MKGP3HB/A ,Apple,0,1,1.6,16.0,,,,512 ,1,14 ,3024x1964,,,1,1,1,7700.0,8924.0,8312.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1130750,11/2021,,,,
  Apple MacBook Air 13 Z15S-16-HB Z15W-16-HB Z15Y-16-HB Z160-16-HB ,Apple,0,1,1.24,16.0,,,,256 ,1,13.6 ,2560X1664,4,60 ,0,1,1,5847.0,6243.0,6045.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1172315,11/2022,,,,
  Apple MacBook Pro 16 MK193HB/A MK1F3HB/A ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,7890.0,10715.0,9302.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1138077,1/2022,,,,
  Apple MacBook Pro 14 M2 Pro MPHF3HB/A MPHJ3HB/A ,Apple,0,1,1.6,16.0,,,,1000 ,1,14.2 ,3024x1964,,120 ,0,1,1,10232.0,11297.0,10764.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183002,1/2023,,,,
  Apple MacBook Pro 16 M2 Pro MNW83HB/A MNWC3HB/A ,Apple,0,1,2.1,16.0,,,,512 ,1,16.2 ,3456X2234,,60 ,0,1,1,10232.0,11297.0,10764.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1182992,1/2023,,,,
  Apple MacBook Air 13 Z15T-16-HB Z15X-16-HB Z15Z-16-HB Z161-16-HB ,Apple,0,1,1.24,16.0,,,,512 ,1,13.6 ,2560x1600,4,60 ,0,1,1,6550.0,7605.0,7077.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1172316,11/2022,,,,
  Apple MacBook Pro 16 M2 Pro MNW93HB/A MNWD3HB/A ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,4,60 ,0,1,1,11010.0,12197.0,11603.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1182993,1/2023,,,,
  Apple MacBook Pro 13 Z16T000TG ,Apple,0,1,1.4,16.0,,,,512 ,1,13.3 ,2560x1600,1,60 ,0,1,1,6885.0,7543.0,7214.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181715,1/2023,,,,
  Apple MacBook Air 13 Z15T000E1 Z15W000RH Z15Z000E0 Z160000RD Z15S000TE ,Apple,0,1,,16.0,,,,512 ,1,13.6 ,2560X1664,1,60 ,0,1,1,7190.0,7586.0,7388.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1168681,9/2022,,,,
  Apple MacBook Air 13 MGNE3HB/A MGNA3HB/A MGN73HB/A ,Apple,0,1,1.29,8.0,,,,512 ,1,13.3 ,2560x1600,4,60 ,0,1,1,4985.0,5390.0,5187.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1100593,1/2021,,,,
  Apple MacBook Pro 13 Z11B00071 Z11D0005L ,Apple,0,1,1.4,16.0,,,,256 ,1,13.3 ,2560x1600,4,60 ,0,1,1,5749.0,6877.0,6313.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1101608,1/2021,,,,
  Apple MacBook Pro 16 M2 Pro Z174000YZ ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11779.0,14200.0,12989.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184937,2/2023,,,,
  Apple MacBook Pro 16 Z14V000E8 Z14Y000E7 ,Apple,0,0,2.2,32.0,,,,512 ,1,16.2 ,3456X2234,1,,0,1,1,10185.0,20998.0,15591.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149859,4/2022,,,,
  Apple MacBook Pro 16 M1 Max Z14X0006T ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11423.0,13800.0,12611.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1151726,4/2022,,,,
  Apple MacBook Pro 16 Z14V000E7 Z14Y000E6 ,Apple,0,1,2.1,32.0,,,,512 ,1,16.2 ,3456X2234,1,,0,1,1,9792.0,13064.0,11428.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149858,4/2022,,,,
  Apple MacBook Air 13 Z1250009Q Z1280006B Z12B0006B ,Apple,0,1,1.29,8.0,,,,512 ,1,13.3 ,2560x1600,5,60 ,0,1,1,5558.0,6750.0,6154.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1102153,1/2021,,,,
  Apple MacBook Air 13 Z15W000RG ,Apple,0,1,1.24,16.0,,,,256 ,1,13.6 ,2560x1600,4,60 ,0,1,1,6358.0,7080.0,6719.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181714,1/2023,,,,
  Apple MacBook Pro 13 M2 Z16T000HE ,Apple,0,1,1.4,16.0,,,,256 ,1,13.3 ,2560x1600,1,60 ,0,1,1,6249.0,6373.0,6311.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181594,1/2023,,,,
  Apple MacBook Pro 14 M2 Max MPHG3HB/A MPHK3HB/A ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,,60 ,0,1,1,12750.0,14006.0,13378.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1182995,1/2023,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NE Z17K001NC ,Apple,0,1,1.6,32.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10390.0,10854.0,10622.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183738,2/2023,,,,
  Apple MacBook Pro 14 M2 Pro Z17H0013Q ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,12100.0,13134.0,12617.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183740,2/2023,,,,
  Apple MacBook Pro 14 Z17G001NJ ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10828.0,11768.0,11298.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184657,2/2023,,,,
  Apple MacBook Air 13 Z15Y-HB-KIT ,Apple,0,1,1.24,8.0,,,,256 ,1,13.6 ,2560X1664,1,60 ,0,1,1,4999.0,5089.0,5044.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181948,1/2023,,,,
  Apple MacBook Air 13 Z160000QW Z15Y000QW Z15S000SV Z15W000QY ,Apple,0,1,1.24,8.0,,,,256 ,1,13.6 ,2560x1440,1,60 ,0,1,1,4700.0,5089.0,4894.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1188760,3/2023,,,,
  Apple MacBook Air 13 Z160-HB-KIT ,Apple,0,1,1.24,8.0,,,,256 ,1,13.6 ,2560X1664,1,60 ,0,1,1,5088.0,5089.0,5088.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181873,1/2023,,,,
  Apple MacBook Pro 16 Z177000T4 ,Apple,0,1,2.15,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,10232.0,11297.0,10764.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184932,2/2023,,,,
  Apple MacBook Air 15 M2 MQKP3HB/A MQKR3HB/A MQKU3HB/A MQKW3HB/A ,Apple,0,1,1.51,8.0,,,,256 ,1,15.3 ,2880X1864,4,60 ,0,1,1,5790.0,5949.0,5869.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1197675,6/2023,,,,
  Apple MacBook Air 13 Z128-16-HB ,Apple,0,1,1.29,16.0,,,,512 ,1,13.3 ,2560x1600,5,,0,1,1,5895.0,6160.0,6027.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1135332,12/2021,,,,
  Apple MacBook Pro 13 MYD82HB/A MYDA2HB/A ,Apple,0,1,1.4,8.0,,,,256 ,1,13.3 ,2560x1600,4,60 ,0,1,1,5198.0,5548.0,5373.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1099546,1/2021,,,,
  Apple MacBook Pro 13 MPXV2HB/A ,Apple,0,1,1.37,8.0,,,4,256 ,1,13.3 ,2560x1600,2,60 ,0,1,1,,,4099.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=946423,6/2017,,,,
  Apple MacBook Pro 13 M2 Z16R000GY ,Apple,0,1,1.4,16.0,,,,256 ,1,13.3 ,2560x1600,1,60 ,0,1,1,6348.0,6438.0,6393.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1179113,12/2022,,,,
  Apple MacBook Air 13 Z15W-HB-KIT ,Apple,0,1,1.24,8.0,,,,256 ,1,13.6 ,2560X1664,1,60 ,0,1,1,5088.0,5089.0,5088.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181947,1/2023,,,,
  Apple MacBook Pro 13 MR9V2HB/A ,Apple,0,1,1.37,8.0,,,3,512 ,1,13.3 ,2560x1600,4,60 ,0,1,1,,,4299.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=992135,7/2018,,,,
  Apple MacBook Air 13 Z124-16-HB ,Apple,0,1,1.29,16.0,,,,256 ,1,13.3 ,2560x1600,4,60 ,0,1,1,5443.0,5850.0,5646.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1119831,7/2021,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NN ,Apple,0,1,1.6,32.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,11884.0,12416.0,12150.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183739,2/2023,,,,
  Apple MacBook Pro 13 Z11C0004X Z11F0004X ,Apple,0,1,1.4,16.0,,,,512 ,1,13.3 ,2560x1600,4,60 ,0,1,1,6748.0,7773.0,7260.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1100787,1/2021,,,,
  Apple MacBook Pro 16 M2 Max MNWA3HB/A MNWE3HB/A ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,,"165 , 60 ",0,1,1,14790.0,16305.0,15547.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1182994,1/2023,,,,
  Apple MacBook Pro 13 MYD92HB/A MYDC2HB/A ,Apple,0,1,1.4,8.0,,,,512 ,1,13.3 ,2560x1600,4,60 ,0,1,1,5699.0,6077.0,5888.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1099487,1/2021,,,,
  Apple MacBook Pro 13 with Touch Bar MNQG2HB/A ,Apple,0,1,1.37,8.0,,,4,512 ,1,13.3 ,2560x1600,2,60 ,0,0,1,,,4499.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=932826,11/2016,,,,
  Apple MacBook Pro 13 MPXW2HB/A ,Apple,0,1,1.37,8.0,,,4,512 ,1,13.3 ,2560x1600,2,60 ,0,1,1,,,4499.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=946424,6/2017,,,,
  Apple MacBook Pro 13 MPXY2HB/A ,Apple,0,1,1.37,8.0,,,4,512 ,1,13.3 ,2560x1600,2,60 ,0,1,1,,,4499.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=946426,6/2017,,,,
  Apple MacBook Pro 16 Z1500006T ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11965.0,13999.0,12982.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149863,4/2022,,,,
  Apple MacBook Pro 13 M2 Z16R-16-HB ,Apple,0,1,1.4,16.0,,,,256 ,1,13.3 ,2560x1600,2,60 ,0,1,1,6249.0,6798.0,6523.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1191223,4/2023,,,,
  Apple MacBook Pro 14 Z17G001NA ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,8391.0,9180.0,8785.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184761,2/2023,,,,
  Apple MacBook Pro 14 Z15G000MW ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,1,,0,1,1,8499.0,9976.0,9237.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152460,5/2022,,,,
  Apple MacBook Pro 13 Z11F-16-HB ,Apple,0,1,1.4,16.0,,,,512 ,1,13.3 ,2560x1600,5,,0,1,1,6618.0,6619.0,6618.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1108561,3/2021,,,,
  Apple MacBook Pro 16 M1 Pro Z14Y-HB-KIT ,Apple,0,1,2.1,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,7380.0,8096.0,7738.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1179327,12/2022,,,,
  Apple MacBook Pro 16 M2 Pro Z174000YN ,Apple,0,1,2.1,32.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,12590.0,13325.0,12957.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184936,2/2023,,,,
  Apple MacBook 12 MNYJ2HB/A ,Apple,0,1,0.92,8.0,,,3,512 ,1,12 ,2304X1440,5,60 ,0,1,0,,,5599.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=946430,6/2017,,,,
  Apple MacBook Pro 14 Z17H0013G ,Apple,0,1,1.6,16.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10594.0,11478.0,11036.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184653,2/2023,,,,
  Apple MacBook Pro 14 M1 Pro Z15J000MS Z15G000MU ,Apple,0,1,1.6,32.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,9299.0,10886.0,10092.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1151723,4/2022,,,,
  Apple MacBook Pro 14 M1 Pro Z15J000MH Z15G000MK ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,,60 ,0,1,1,7700.0,7900.0,7800.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1151722,4/2022,,,,
  Apple MacBook Pro 14 Z17G001N5 ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,8285.0,8999.0,8642.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184652,2/2023,,,,
  Apple MacBook Pro 14 Z15G000ND ,Apple,0,1,1.6,32.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10250.0,12250.0,11250.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1166904,8/2022,,,,
  Apple MacBook Pro 14 Z15J000MW Z15G000MY ,Apple,0,1,1.6,32.0,,,4,512 ,1,14.2 ,3024x1964,,60 ,0,1,1,10199.0,11700.0,10949.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152462,5/2022,,,,
  Apple MacBook Pro 13 M2 Z16R000WW Z16T000TU ,Apple,0,1,1.4,24.0,,,,512 ,1,13.3 ,2560x1600,1,60 ,0,1,1,7789.0,8063.0,7926.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1186192,2/2023,,,,
  Apple MacBook Pro 14 Z17L0013H ,Apple,0,1,1.6,16.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10589.0,11221.0,10905.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184654,2/2023,,,,
  Apple MacBook Pro 16 M1 Pro Z14V-HB-KIT ,Apple,0,1,2.1,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,8096.0,9171.0,8633.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181434,1/2023,,,,
  Apple MacBook Pro 14 Z15J000MU ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,8780.0,9976.0,9378.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152461,5/2022,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NF ,Apple,0,1,1.6,16.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,9798.0,10564.0,10181.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183736,2/2023,,,,
  Apple MacBook Air 15 M2 Z18P000EH Z18L000EC ,Apple,0,1,1.51,16.0,,,,256 ,1,15.3 ,2880X1864,2,60 ,0,1,1,,,6990.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1197839,6/2023,,,,
  Apple MacBook Pro 16 M2 Pro Z174000YH ,Apple,0,1,2.15,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,10232.0,11399.0,10815.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184931,2/2023,,,,
  Apple MacBook Pro 16 Z175000NA ,Apple,0,1,2.15,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11044.0,12397.0,11720.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184658,2/2023,,,,
  Apple MacBook Pro 16 M1 Z14V-MAX24-HB ,Apple,0,1,2.1,32.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,10190.0,11299.0,10744.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1161803,7/2022,,,,
  Apple MacBook Pro 14 Z15J000NA Z15G000N4 ,Apple,0,1,1.6,32.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10299.0,10886.0,10592.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1156616,6/2022,,,,
  Apple MacBook Air 15 M2 Z18Q000CF Z18N000CD ,Apple,0,1,1.51,16.0,,,,512 ,1,15.3 ,2880X1864,2,60 ,0,1,1,,,7690.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1197840,6/2023,,,,
  Apple MacBook Pro 16 Z178000N6 ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11010.0,12397.0,11703.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184933,2/2023,,,,
  Apple MacBook Pro 16 M2 Pro Z174001FT Z177001D9 ,Apple,0,1,2.1,16.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,0,10232.0,11478.0,10855.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1188448,3/2023,,,,
  Apple MacBook Pro 16 Z14V000E9 ,Apple,0,1,2.2,32.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11232.0,14974.0,13103.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149861,4/2022,,,,
  Apple MacBook Pro 16 Z14V000ED Z14Y000ED ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11232.0,14969.0,13100.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149862,4/2022,,,,
  Apple MacBook Pro 16 M2 Pro Z175001LN ,Apple,0,1,2.1,16.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,0,11045.0,12516.0,11780.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1191197,4/2023,,,,
  Apple MacBook Pro 14 M1 Pro Z15J000NB Z15G000N6 ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,11196.0,12700.0,11948.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1151725,4/2022,,,,
  Apple MacBook Pro 14 M2 Max Z17J000RT ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,12750.0,13899.0,13324.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184938,2/2023,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NK ,Apple,0,1,1.6,32.0,,,,2000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,12588.0,13804.0,13196.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183741,2/2023,,,,
  Apple MacBook Pro 14 Z15G000N0 Z15J000N6 ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,10600.0,11791.0,11195.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1159274,6/2022,,,,
  Apple MacBook Pro 16 Z14W000C7 Z14Z000C7 ,Apple,0,1,2.1,32.0,,,,1000 ,1,16.2 ,3456X2234,,60 ,0,1,1,11095.0,12999.0,12047.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149860,4/2022,,,,
  Apple MacBook Pro 14 Z15G000NF ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,12039.0,13160.0,12599.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1168505,9/2022,,,,
  Apple MacBook Pro 16 M1 Max Z150-HB-KIT ,Apple,0,1,2.2,32.0,,,,1000 ,1,16.2 ,3456X2234,1,60 ,0,1,1,11590.0,11685.0,11637.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1185922,2/2023,,,,
  Apple MacBook Pro 16 M1 Max Z14Y000E8 ,Apple,0,1,2.1,32.0,,,,512 ,1,16.2 ,3456X2234,1,60 ,0,1,0,11599.0,14615.0,13107.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1189975,3/2023,,,,
  Apple MacBook Pro 14 M1 Z15H-MAX24-HB ,Apple,0,1,1.6,32.0,,,,1000 ,1,14.2 ,3024x1964,1,60 ,0,1,1,11390.0,12535.0,11962.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1161802,7/2022,,,,
  Apple MacBook Pro 14 M2 MAX Z17G001NX ,Apple,0,1,1.6,64.0,,,,512 ,1,14.2 ,3024x1964,1,60 ,0,1,1,14419.0,15192.0,14805.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183742,2/2023,,,,
  Apple MacBook Pro 14 Z15K000C8 Z15H000C9 ,Apple,0,1,1.6,32.0,,,,,,,,,,1,1,1,12781.0,14064.0,13422.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152463,5/2022,,,,
  Apple MacBook Pro 16 M2 Max Z176000B4 ,Apple,0,1,2.1,32.0,,,,,,,,,,1,1,1,14799.0,16068.0,15433.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184940,2/2023,,,,
  Apple MacBook Pro 16 M2 Max Z179000AZ ,Apple,0,1,2.1,32.0,,,,,,,,,,1,1,1,14799.0,16068.0,15433.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184942,2/2023,,,,
  Apple MacBook Pro 14 Z15J000NG ,Apple,0,1,1.6,32.0,,,,,,,,,,1,1,1,12215.0,13160.0,12687.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1146632,3/2022,,,,
  Apple MacBook Pro 16 M2 Pro Z175000NE ,Apple,0,1,2.15,32.0,,,,,,,,,,1,1,1,12999.0,13978.0,13488.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1193214,5/2023,,,,
  Dell Vostro 3510 V3510-6002 ,Dell,0,0,1.69,8.0,2.4,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1775.0,2928.0,2351.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141078,1/2022,,,,
  Dell Vostro 3510 V3510-6005 ,Dell,0,0,1.69,8.0,4.2,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2000.0,2922.0,2461.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140660,1/2022,,,,
  Dell Inspiron 15 3511 N3511-5034 ,Dell,0,0,1.73,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,4,60 ,0,1,0,2306.0,3563.0,2934.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179807,1/2023,,,,
  Dell Inspiron G15 Gaming G5520-8423 ,Dell,1,1,2.51,16.0,3.5,12.0,,512 ,1,15.6 ,1920x1080,1,,0,1,0,5765.0,7125.0,6445.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1154507,5/2022,,,,
  Dell Vostro 3510 V3510-6257 ,Dell,0,1,1.69,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2950.0,3637.0,3293.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1171180,10/2022,,,,
  Dell Inspiron N3511-3003 ,Dell,0,0,1.7,8.0,3.0,11.0,,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1489.0,2558.0,2023.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178095,12/2022,,,,
  Dell Vostro 3510 V3510-6138 ,Dell,0,1,1.69,8.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2529.0,3390.0,2959.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140813,1/2022,,,,
  Dell Vostro 3510 V3510-3015 ,Dell,0,0,1.69,8.0,3.0,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,0,0,1594.0,2319.0,1956.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1143597,2/2022,,,,
  Dell Vostro 3420 V3420-7004 ,Dell,0,0,1.49,16.0,2.8,11.0,4,512 ,1,14 ,1920x1080,1,60 ,0,1,0,3090.0,4326.0,3708.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177224,12/2022,,,,
  Dell Vostro 3510 V3510-6114 ,Dell,0,1,1.69,,4.2,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2151.0,3135.0,2643.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141071,1/2022,,,,
  Dell Inspiron 3511 N3511-7111 ,Dell,0,1,1.73,8.0,2.8,11.0,4,512 ,1,15.6 ,לא זמין,1,60 ,0,1,0,3138.0,4374.0,3756.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129455,11/2021,,,,
