model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Lenovo Yoga 7 16IAH7 82UF004HIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.16 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,6313,7890,7101.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167500,2022,,,,
  Lenovo ThinkPad X13 Gen 3 21BN003LIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.29 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,256 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,5620,6189,5904.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166987,2022,,,,
  Lenovo IdeaPad 1 15IJL7 82LX0021IV ,Lenovo,לא רלוונטי,ללא,"1.45 ק""ג",8 GB,1.1Ghz,N6000,דור 6,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1327,1599,1463.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1153367,2022,,,,
  Lenovo ThinkPad T14 Gen 3 21AH00EYIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.32 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,לא זמין,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7052,7709,7380.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162867,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004HIV ,Lenovo,לא רלוונטי,ללא,"2.04 ק""ג",8 GB,4.4Ghz,8505,דור 8,DDR4,256 GB,SSD,לא כולל,17.3 אינטש,1600x900,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,1569,1833,1701.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1177632,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU0023IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6474,7000,6737.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146707,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00D3IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.63 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2527,3240,2883.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171598,2022,,,,
  Lenovo ThinkPad P14s Gen 3 21AK0009IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.24 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6818,7190,7004.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167128,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H800CTIV ,Lenovo,לא רלוונטי,ללא,"1.65 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1370,1760,1565.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1110147,2021,,,,
  Lenovo Yoga 6 13ABR8 83B2003YIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,2Ghz,7530U,דור 4,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,4219,4620,4419.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189537,מ 2023,,,,
  Lenovo ThinkBook 14s Yoga G2 IAP 21DM001GIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.5 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4348,5020,4684.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170953,2022,,,,
  Lenovo Yoga Slim 6 14IRP8 82WV0040IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.32 ק""ג",16 GB,3.4Ghz,1340P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2240x1400,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,4689,5199,4944.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189249,מ 2023,,,,
  Lenovo IdeaPad 1 15IGL7 82V7007PIV ,Lenovo,לא רלוונטי,ללא,"1.54 ק""ג",8 GB,1.1Ghz,N5030,דור 5,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1289,1437,1363.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184620,מ 2023,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GKIV ,Lenovo,גיימינג,ללא,"2.31 ק""ג",16 GB,4.7Ghz,12700H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא זמין,לא כולל,5299,5940,5619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183093,מ 2023,,,,
  Lenovo Yoga 9 14IRP8 83B1003FIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,5Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,כולל,מצלמת IR,לא כולל,8457,8999,8728.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1182810,מ 2023,,,,
  Lenovo IdeaPad 1 15IGL7 82V7007KIV ,Lenovo,לא רלוונטי,ללא,"1.54 ק""ג",8 GB,1.1Ghz,N4120,דור 4,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1087,1280,1183.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185899,מ 2023,,,,
  Lenovo Yoga 7 16IAH7 82UF004JIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.16 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,6313,6839,6576.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168732,2022,,,,
  Lenovo Yoga 9 14IRP8 83B10035IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,כולל,כולל,מצלמת IR,לא כולל,7314,8509,7911.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185832,מ 2023,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009NIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3327,4140,3733.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164216,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H8039AIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.65 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2975,3129,3052.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185688,מ 2023,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00D7IV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.63 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2877,3425,3151.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1174233,2022,,,,
  Lenovo IdeaPad Gaming 3 16IAH7 82SA006UIV ,Lenovo,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,165 Hz,ללא,כולל,לא כולל,לא כולל,5714,7490,6602.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168677,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003XIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3529,3834,3681.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194048,מ 2023,,,,
  Lenovo IdeaPad 3 15ITL6 82H802EVIV ,Lenovo,לא רלוונטי,ללא,"1.65 ק""ג",16 GB,2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2432,2807,2619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146705,2022,,,,
  Lenovo ThinkPad X13 Yoga Gen 3 21AW0043IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.19 ק""ג",16 GB,4.4Ghz,1245U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6660,7474,7067.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169779,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0004FIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,OLED,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4847,5265,5056.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194054,מ 2023,,,,
  Lenovo IdeaPad Flex 5 16IAU7 82R8005WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"2.1 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4439,5190,4814.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163482,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003YIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3688,4018,3853.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194037,מ 2023,,,,
  Lenovo ThinkPad X1 Nano Gen 2 21E80025IV ,Lenovo,לא רלוונטי,Windows 11 Pro,"0.96 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR5,512 GB,SSD,לא כולל,13 אינטש,2160x1350,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,8631,9679,9155.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164187,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900FLIV ,Lenovo,גיימינג,Windows 11 Home,"2.31 ק""ג",16 GB,3.3Ghz,12450H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4497,4769,4633.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1172114,2022,,,,
  Lenovo Legion 5 15IAH7 82RC004VIV ,Lenovo,גיימינג,Windows 11 Home,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,כולל,לא כולל,לא כולל,4970,5723,5346.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168637,2022,,,,
  Lenovo Legion 5 Pro 16ARH7H 82RG00AVIV ,Lenovo,גיימינג,Windows 11 Home,"2.49 ק""ג",16 GB,4.7Ghz,6800H,דור 5,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6287,8390,7338.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165593,2022,,,,
  Lenovo IdeaPad Flex 5 16IAU7 82R8005JIV ,Lenovo,לא רלוונטי,Windows 11 Home,"2.1 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3152,3423,3287.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165584,2022,,,,
  Lenovo ThinkPad X13 Gen 3 21BN003WIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.29 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,6079,6490,6284.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166363,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S90137IV ,Lenovo,גיימינג,ללא,"2.31 ק""ג",16 GB,3.5Ghz,12650H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4489,4634,4561.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1191791,מ 2023,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003TIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.5 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3135,3423,3279.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194024,מ 2023,,,,
  Lenovo ThinkPad L14 Gen 3 21C1003CIV ,Lenovo,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,4539,4990,4764.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162343,2022,,,,
  Lenovo ThinkPad L13 Yoga Gen 3 21B5001SIV ,Lenovo,לא רלוונטי,Windows 11 Pro,"1.32 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,5078,5466,5272.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169056,2022,,,,
  Lenovo Legion 5 Pro 16IAH7H 82RF0080IV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,9597,10504,10050.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170513,2022,,,,
  Lenovo Legion 5 15IAH7 82RC0050IV ,Lenovo,גיימינג,Windows 11 Home,"2.35 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,כולל,לא כולל,לא כולל,5143,5896,5519.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167498,2022,,,,
  Lenovo Yoga Slim 7 Carbon 13IAP7 82U9006NIV ,Lenovo,לא רלוונטי,Windows 11 Home,"0.98 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,90 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,4947,6290,5618.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170744,2022,,,,
  Lenovo Legion 5 Pro 16IAH7 82RF0079IV ,Lenovo,גיימינג,ללא,"2.49 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6589,7697,7143.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1159712,2022,,,,
  HP 15s-fq5031nj 7C472EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2201,3291,2746.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181952,1/2023,,,,
  HP 14s-dq5013nj 7C455EA,HP,לא רלוונטי,ללא,"1.46 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,,,LCD,60 Hz,,,לא כולל,לא כולל,2884,3390,3137.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178614,12/2022,,,,
  HP 14s-dq5015nj 7C424EA,HP,לא רלוונטי,Windows 11 Home,"1.46 ק""ג",8 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3136,3916,3526.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182264,1/2023,,,,
  ZBook Studio G9‎ 62U06EA HP,HP,לא רלוונטי,Windows 11 Pro,"1.73 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,7243,9990,8616.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1172577,11/2022,,,,
  HP 14s-dq5011nj 7C454EA,HP,לא רלוונטי,ללא,"1.46 ק""ג",16 GB,4.4Ghz,1235U,דור 12,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא זמין,לא כולל,2690,3147,2918.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1183108,1/2023,,,,
  EliteBook 630 G9‎ 6A2B9EA HP,HP,לא רלוונטי,ללא,"1.28 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,2855,3775,3315.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189787,3/2023,,,,
  EliteBook 630 G9‎ 6A2H0EA HP,HP,לא רלוונטי,ללא,"1.28 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3167,3738,3452.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1190974,4/2023,,,,
  HP Pavilion X360 7C416EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,1 מגה פיקסל,לא כולל,לא כולל,3069,3780,3424.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179944,1/2023,,,,
  HP EliteBook 630 G9 5Y3S3EA,HP,לא רלוונטי,Windows 10 PRO,"1.27 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3249,3835,3542.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1190975,4/2023,,,,
  HP 250 G9 6F2C0EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2624,3350,2987.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178875,12/2022,,,,
  HP Pavilion x360 15-er1001nj 7C460EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,לא כולל,לא כולל,2949,3780,3364.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181553,1/2023,,,,
  HP Pavilion 14-dv0012nj 4A4X1EA,HP,לא רלוונטי,Windows 11 Home,"1.41 ק""ג",8 GB,2Ghz,1125G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2374,3203,2788.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1187803,3/2023,,,,
  HP Victus Gaming 15-Fa1023n 800J8EA,HP,גיימינג,ללא,"2.29 ק""ג",16 GB,3.5Ghz,13500H,דור 13,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,לא זמין,לא כולל,לא כולל,4870,5800,5335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188581,3/2023,,,,
  HP EliteBook 630 G9 6A2G7EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,4050,4620,4335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189976,3/2023,,,,
  HP Pavilion x360 14-ek0009nj 7C446EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3808,4490,4149.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182266,1/2023,,,,
  HP ProBook 450 G10 725J6EA,HP,לא רלוונטי,ללא,"1.79 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3234,3540,3387.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192301,4/2023,,,,
  HP Victus Gaming 15-fa1021nj 800J6EA,HP,גיימינג,ללא,"2.29 ק""ג",16 GB,3.4Ghz,13420H,דור 13,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,לא זמין,לא כולל,לא כולל,4539,5260,4899.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188444,3/2023,,,,
  HP ProBook 440 G10 725H8EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2980,3316,3148.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192300,4/2023,,,,
  HP 15s-fq5007nj 84G55EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1952,2019,1985.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192411,4/2023,,,,
  HP 250 G10 725G6EA,HP,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2890,3224,3057.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193769,5/2023,,,,
  HP EliteBook 840 G9 6F5S6EA,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",32 GB,4.7Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"לא כולל, קורא טביעות אצבע",לא כולל,6359,7390,6874.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1177401,12/2022,,,,
  HP EliteBook 860 G9 6T0Y7EA,HP,לא רלוונטי,Windows 11 Pro,"1.76 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,6010,7098,6554.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1187665,3/2023,,,,
  HP 250 G10 725G5EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2290,2531,2410.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193740,5/2023,,,,
  HP 250 G8 32M37EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1999,2869,2434.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1104409,2/2021,,,,
